ChurnPropensity,ChurnRiskSegment
0.7433976608187134,High
0.3119649122807017,Medium
0.6207134502923977,High
0.7116315789473684,High
0.5566432748538012,Medium
0.2205730994152047,Low
0.5783801169590643,Medium
0.5057251461988305,Medium
0.6205292397660819,High
0.205046783625731,Low
0.7562368421052632,High
0.868672514619883,High
0.2740263157894737,Low
0.9778976608187135,High
0.6840263157894737,High
0.885687134502924,High
0.7613538011695906,High
0.47133040935672516,Medium
0.34652046783625734,Medium
0.5536959064327486,Medium
0.2122076023391813,Low
0.910546783625731,High
0.6052631578947368,High
0.42560233918128654,Medium
0.6042105263157895,High
0.39767836257309946,Medium
0.20984210526315789,Low
0.8560350877192983,High
0.4586608187134503,Medium
0.30862865497076025,Medium
0.11346198830409357,Low
0.8604327485380117,High
0.6186257309941521,High
0.7346140350877193,High
0.478359649122807,Medium
0.503,Medium
0.4121754385964912,Medium
0.5645029239766082,Medium
0.5838771929824562,Medium
0.6042105263157895,High
0.8764239766081872,High
0.5094181286549708,Medium
0.469827485380117,Medium
0.2900175438596491,Low
0.3533713450292398,Medium
0.48502339181286547,Medium
0.19157602339181287,Low
0.4462514619883041,Medium
0.2109269005847953,Low
0.4735789473684211,Medium
0.3230584795321637,Medium
0.7713684210526316,High
0.3556842105263158,Medium
0.3284181286549707,Medium
0.4929853801169591,Medium
0.5801169590643275,Medium
0.893687134502924,High
0.49382748538011695,Medium
0.5250029239766082,Medium
0.3248391812865497,Medium
0.16628070175438597,Low
0.5863157894736842,Medium
0.08778654970760234,Low
0.9141052631578948,High
0.729719298245614,High
0.6398216374269006,High
0.23387719298245613,Low
0.5813801169590643,Medium
0.5796988304093567,Medium
0.44289181286549706,Medium
0.5854736842105264,Medium
0.4504327485380117,Medium
0.8330730994152047,High
0.5268157894736842,Medium
0.397140350877193,Medium
0.37071345029239766,Medium
0.30853801169590644,Medium
0.4203567251461988,Medium
0.5846754385964912,Medium
0.2088391812865497,Low
0.19683918128654973,Low
0.19641812865497077,Low
0.5708771929824561,Medium
0.0913654970760234,Low
0.7541578947368421,High
0.13430409356725148,Low
0.9088625730994153,High
0.4912046783625731,Medium
0.6322894736842105,High
0.5760029239766082,Medium
0.6893011695906432,High
0.6296929824561404,High
0.21110233918128657,Low
0.4636286549707602,Medium
0.34515204678362577,Medium
0.26123391812865493,Low
0.6103888888888889,High
0.16167836257309942,Low
0.20147076023391813,Low
0.19704970760233917,Low
0.18926023391812866,Low
0.40407602339181287,Medium
0.5045204678362574,Medium
0.6993888888888888,High
0.4401549707602339,Medium
0.7204795321637427,High
0.5749502923976608,Medium
0.20041812865497077,Low
0.5737426900584796,Medium
0.14735087719298245,Low
0.4361345029239766,Medium
0.7501754385964912,High
0.8840233918128655,High
0.3734649122807017,Medium
0.19241812865497074,Low
0.6014736842105264,High
0.19873391812865496,Low
0.7491140350877192,High
0.36766959064327487,Medium
0.7974736842105263,High
0.662611111111111,High
0.9804210526315789,High
0.7272309941520467,High
0.8728421052631579,High
0.10820175438596491,Low
0.30189181286549704,Medium
0.37599415204678366,Medium
0.3685555555555555,Medium
0.45486257309941525,Medium
0.6662134502923976,High
0.42097368421052633,Medium
0.46266666666666667,Medium
0.719593567251462,High
0.4170058479532164,Medium
0.39466959064327484,Medium
0.22816959064327486,Low
0.09536549707602339,Low
0.19683918128654973,Low
0.24230409356725147,Low
0.4020584795321637,Medium
0.5044970760233918,Medium
0.8364327485380116,High
0.5584152046783626,Medium
0.4205438596491228,Medium
0.36714327485380116,Medium
0.5010029239766082,Medium
0.1115672514619883,Low
0.1681754385964912,Low
0.8814736842105263,High
0.4082017543859649,Medium
0.7865730994152047,High
0.3893538011695906,Medium
0.4293567251461988,Medium
0.3791374269005848,Medium
0.5631666666666667,Medium
0.13555847953216374,Low
0.16314327485380115,Low
0.9467368421052631,High
0.3918713450292398,Medium
0.8534941520467836,High
0.2928333333333333,Low
0.38182456140350873,Medium
0.6626081871345029,High
0.8751578947368421,High
0.39803508771929824,Medium
0.22126023391812866,Low
0.23888304093567253,Low
0.8480058479532164,High
0.42771637426900583,Medium
0.340312865497076,Medium
0.5121461988304093,Medium
0.7133011695906433,High
0.7604883040935673,High
0.7783888888888888,High
0.297593567251462,Low
0.34820760233918124,Medium
0.10714912280701754,Low
0.8387923976608187,High
0.09199707602339181,Low
0.22183625730994153,Low
0.35388596491228064,Medium
0.4377456140350877,Medium
0.6089035087719299,High
0.172593567251462,Low
0.09494444444444444,Low
0.09557602339181287,Low
0.7385526315789473,High
0.25093859649122807,Low
0.4002865497076023,Medium
0.21662865497076023,Low
0.16292397660818714,Low
0.5793713450292398,Medium
0.7625760233918129,High
0.866111111111111,High
0.3538888888888889,Medium
0.9056988304093567,High
0.8381257309941521,High
0.3085906432748538,Medium
0.5409941520467836,Medium
0.3242076023391812,Medium
0.3246286549707602,Medium
0.7419619883040935,High
0.9265263157894736,High
0.5430233918128655,Medium
0.5239298245614035,Medium
0.17893274853801172,Low
0.602219298245614,High
0.5449298245614036,Medium
0.5805643274853801,Medium
0.35323976608187135,Medium
0.6890701754385965,High
0.3752982456140351,Medium
0.3974035087719298,Medium
0.8101140350877193,High
0.7903713450292398,High
0.6423508771929825,High
0.3900847953216374,Medium
0.2203625730994152,Low
0.5201432748538011,Medium
0.8402105263157895,High
0.39196783625730997,Medium
0.22835964912280704,Low
0.40083918128654966,Medium
0.5971725146198831,Medium
0.689517543859649,High
0.39671052631578946,Medium
0.47049707602339186,Medium
0.832672514619883,High
0.18122222222222223,Low
0.527921052631579,Medium
0.4799590643274854,Medium
0.20628070175438595,Low
0.8720087719298246,High
0.5489795321637427,Medium
0.8610935672514619,High
0.43821345029239767,Medium
0.467953216374269,Medium
0.644078947368421,High
0.4698450292397661,Medium
0.1993654970760234,Low
0.23530409356725146,Low
0.3014707602339181,Medium
0.7509619883040936,High
0.9101198830409357,High
0.20167836257309943,Low
0.4753011695906433,Medium
0.3803947368421053,Medium
0.11956432748538011,Low
0.5653157894736842,Medium
0.7968859649122807,High
0.5449824561403508,Medium
0.7632251461988304,High
0.23324853801169593,Low
0.3515730994152047,Medium
0.39451461988304093,Medium
0.819795321637427,High
0.3543011695906433,Medium
0.7288976608187134,High
0.7421783625730994,High
0.29990935672514624,Low
0.35048830409356724,Medium
0.4045497076023392,Medium
0.4334444444444444,Medium
0.34978362573099414,Medium
0.1976812865497076,Low
0.903593567251462,High
0.6785847953216375,High
0.8859239766081872,High
0.47426900584795323,Medium
0.3757748538011696,Medium
0.486280701754386,Medium
0.992,High
0.9383187134502924,High
0.25150877192982457,Low
0.18669298245614036,Low
0.8467514619883041,High
0.27052046783625733,Low
0.14019590643274854,Low
0.4753245614035088,Medium
0.09199707602339181,Low
0.5386169590643275,Medium
0.567874269005848,Medium
0.3197865497076023,Medium
0.30420760233918126,Medium
0.5628713450292397,Medium
0.48688304093567253,Medium
0.8743187134502923,High
0.13050584795321638,Low
0.465812865497076,Medium
0.404374269005848,Medium
0.13071637426900584,Low
0.9444298245614036,High
0.11094444444444444,Low
0.3467280701754386,Medium
0.5534122807017544,Medium
0.8387456140350877,High
0.6934766081871345,High
0.5608508771929824,Medium
0.7705964912280701,High
0.6773362573099415,High
0.22188888888888889,Low
0.7691315789473685,High
0.695219298245614,High
0.4862514619883041,Medium
0.8648421052631579,High
0.648312865497076,High
0.8734766081871346,High
0.2536637426900585,Low
0.5642280701754385,Medium
0.6758508771929825,High
0.29064912280701755,Low
0.5954795321637427,Medium
0.5488654970760234,Medium
0.885704678362573,High
0.7505994152046784,High
0.4094707602339181,Medium
0.5918567251461988,Medium
0.8614883040935672,High
0.3523070175438596,Medium
0.18101169590643273,Low
0.7539795321637427,High
0.8143625730994152,High
0.34606432748538013,Medium
0.30736549707602334,Medium
0.3462690058479532,Medium
0.9326374269005848,High
0.8541052631578947,High
0.4767748538011696,Medium
0.24983333333333335,Low
0.09178654970760233,Low
0.3006286549707602,Medium
0.6146432748538011,High
0.4584766081871344,Medium
0.16946198830409354,Low
0.4849473684210526,Medium
0.5143801169590643,Medium
0.4575438596491228,Medium
0.4320643274853801,Medium
0.8349473684210527,High
0.1738654970760234,Low
0.20773684210526316,Low
0.34357602339181287,Medium
0.08820760233918129,Low
0.45849999999999996,Medium
0.3959941520467836,Medium
0.6097777777777778,High
0.8981140350877193,High
0.6746286549707603,High
0.4641578947368421,Medium
0.37196783625730995,Medium
0.4142923976608187,Medium
0.3376754385964912,Medium
0.6322602339181287,High
0.622219298245614,High
0.5087076023391812,Medium
0.34600584795321637,Medium
0.1058859649122807,Low
0.29780701754385963,Low
0.47927192982456135,Medium
0.7125,High
0.5384093567251462,Medium
0.9926345029239767,High
0.23578654970760235,Low
0.7713684210526316,High
0.4902514619883041,Medium
0.4044970760233918,Medium
0.4703654970760234,Medium
0.09304970760233919,Low
0.4027017543859649,Medium
0.5540146198830409,Medium
0.1397748538011696,Low
0.7831725146198831,High
0.19410233918128655,Low
0.456093567251462,Medium
0.5986169590643274,Medium
0.3239970760233918,Medium
0.7533245614035088,High
0.49440350877192984,Medium
0.24245906432748537,Low
0.30399707602339177,Medium
0.09178654970760233,Low
0.8377309941520468,High
0.48732456140350877,Medium
0.19028070175438594,Low
0.6695263157894737,High
0.33008479532163737,Medium
0.5919035087719299,Medium
0.195953216374269,Low
0.4188859649122807,Medium
0.5234912280701755,Medium
0.23346491228070176,Low
0.38333625730994153,Medium
0.9149766081871344,High
0.20500000000000002,Low
0.12398245614035089,Low
0.7451286549707602,High
0.49993859649122807,Medium
0.573906432748538,Medium
0.21789181286549708,Low
0.4877163742690058,Medium
0.24982456140350878,Low
0.5662280701754386,Medium
0.353046783625731,Medium
0.8038508771929824,High
0.7516228070175439,High
0.209640350877193,Low
0.852421052631579,High
0.333046783625731,Medium
0.6011812865497076,High
0.6161257309941521,High
0.9117953216374268,High
0.17533040935672514,Low
0.8057222222222222,High
0.4913304093567252,Medium
0.36187426900584796,Medium
0.771608187134503,High
0.3995175438596491,Medium
0.2700994152046784,Low
0.19199707602339183,Low
0.390093567251462,Medium
0.2172076023391813,Low
0.5668596491228071,Medium
0.5469619883040936,Medium
0.9322105263157895,High
0.4518450292397661,Medium
0.11703801169590644,Low
0.8951608187134503,High
0.7015380116959065,High
0.8234152046783626,High
0.2252573099415205,Low
0.38673099415204676,Medium
0.3971929824561403,Medium
0.4034444444444444,Medium
0.9825292397660819,High
0.3327573099415205,Medium
0.5821140350877193,Medium
0.8475818713450293,High
0.39136549707602336,Medium
0.7495204678362574,High
0.4781520467836257,Medium
0.3416812865497076,Medium
0.3020233918128655,Medium
0.2169970760233918,Low
0.7271754385964913,High
0.37889766081871346,Medium
0.46953216374269,Medium
0.37699707602339183,Medium
0.6114736842105263,High
0.34376900584795317,Medium
0.9416842105263158,High
0.9339093567251462,High
0.65653216374269,High
0.7968859649122807,High
0.41176900584795323,Medium
0.43136549707602334,Medium
0.13787134502923976,Low
0.917061403508772,High
0.7868011695906433,High
0.15154970760233918,Low
0.18964912280701754,Low
0.4605906432748538,Medium
0.6960058479532164,High
0.9031812865497075,High
0.8368596491228071,High
0.8383187134502924,High
0.5176257309941521,Medium
0.8341052631578947,High
0.7627397660818713,High
0.6897836257309942,High
0.5731812865497076,Medium
0.4399502923976608,Medium
0.3937982456140351,Medium
0.305406432748538,Medium
0.485093567251462,Medium
0.9259005847953217,High
0.3246198830409357,Medium
0.3981842105263158,Medium
0.3641812865497076,Medium
0.33189473684210524,Medium
0.6693157894736843,High
0.4110906432748538,Medium
0.6146169590643275,High
0.3355643274853801,Medium
0.38055263157894736,Medium
0.41052339181286546,Medium
0.6155935672514621,High
0.8770526315789473,High
0.49394152046783624,Medium
0.410187134502924,Medium
0.8827543859649123,High
0.5072690058479532,Medium
0.9227456140350877,High
0.438312865497076,Medium
0.36051461988304095,Medium
0.4375964912280702,Medium
0.3732309941520468,Medium
0.1887982456140351,Low
0.3683888888888889,Medium
0.527812865497076,Medium
0.8132631578947369,High
0.8917894736842105,High
0.2225233918128655,Low
0.38037719298245615,Medium
0.7558245614035088,High
0.6107836257309942,High
0.14334502923976608,Low
0.35809649122807014,Medium
0.5598567251461988,Medium
0.3515730994152047,Medium
0.4549298245614036,Medium
0.9701111111111111,High
0.5589122807017544,Medium
0.8009005847953217,High
0.9785263157894737,High
0.36451461988304096,Medium
0.3054707602339181,Medium
0.3865175438596491,Medium
0.6632514619883041,High
0.21683918128654972,Low
0.2917017543859649,Low
0.5801432748538011,Medium
0.3206286549707602,Medium
0.7440818713450292,High
0.9109678362573099,High
0.25155847953216376,Low
0.6056842105263158,High
0.47723976608187135,Medium
0.3856374269005848,Medium
0.877280701754386,High
0.30820760233918126,Medium
0.2562017543859649,Low
0.7634239766081872,High
0.32671345029239773,Medium
0.9355877192982456,High
0.39388011695906433,Medium
0.952421052631579,High
0.2955409356725146,Low
0.38840935672514626,Medium
0.759421052631579,High
0.8618947368421053,High
0.5325964912280702,Medium
0.11283918128654971,Low
0.19726023391812866,Low
0.8396315789473684,High
0.812640350877193,High
0.5670175438596491,Medium
0.7680701754385965,High
0.4355555555555556,Medium
0.877266081871345,High
0.21515204678362573,Low
0.8901198830409357,High
0.6474795321637428,High
0.314938596491228,Medium
0.33871052631578946,Medium
0.9336871345029241,High
0.7766754385964912,High
0.7682105263157895,High
0.7733333333333333,High
0.20963157894736845,Low
0.7377690058479531,High
0.8926315789473684,High
0.5523187134502924,Medium
0.11493567251461988,Low
0.446593567251462,Medium
0.9162134502923978,High
0.4578625730994152,Medium
0.813921052631579,High
0.8532836257309941,High
0.42638304093567253,Medium
0.616546783625731,High
0.45385087719298245,Medium
0.11177777777777777,Low
0.9595789473684211,High
0.5413976608187134,Medium
0.6727397660818714,High
0.7945701754385965,High
0.4656023391812866,Medium
0.286453216374269,Low
0.6044941520467837,High
0.670359649122807,High
0.4692163742690058,Medium
0.26966959064327484,Low
0.4144766081871345,Medium
0.8299415204678362,High
0.584,Medium
0.5426754385964913,Medium
0.5228070175438596,Medium
0.9560116959064328,High
0.6563333333333333,High
0.2149385964912281,Low
0.2643801169590643,Low
0.11219883040935673,Low
0.8962134502923977,High
0.1582923976608187,Low
0.5650847953216375,Medium
0.8808421052631579,High
0.388406432748538,Medium
0.6240672514619883,High
0.13850292397660818,Low
0.3591491228070175,Medium
0.14502631578947367,Low
0.6934883040935673,High
0.5097602339181286,Medium
0.7814883040935672,High
0.4648918128654971,Medium
0.5354824561403508,Medium
0.5149766081871345,Medium
0.20041812865497077,Low
0.5053304093567251,Medium
0.19536549707602338,Low
0.44522222222222224,Medium
0.5203684210526316,Medium
0.30231286549707603,Medium
0.3671549707602339,Medium
0.9932631578947368,High
0.8623391812865497,High
0.9530614035087719,High
0.11515497076023391,Low
0.873266081871345,High
0.6663333333333333,High
0.09557309941520467,Low
0.9549502923976609,High
0.3342836257309942,Medium
0.5592309941520468,Medium
0.5390555555555555,Medium
0.6700116959064327,High
0.8535087719298247,High
0.15849415204678363,Low
0.36770467836257315,Medium
0.25551754385964914,Low
0.7167017543859648,High
0.14567543859649124,Low
0.5099795321637427,Medium
0.4780906432748538,Medium
0.24041812865497078,Low
0.8528450292397661,High
0.13892397660818712,Low
0.30502923976608187,Medium
0.5207836257309941,Medium
0.6657982456140351,High
0.8258976608187134,High
0.5971725146198831,Medium
0.663888888888889,High
0.3789444444444444,Medium
0.14125730994152047,Low
0.2932280701754386,Low
0.454078947368421,Medium
0.30607309941520466,Medium
0.12461403508771929,Low
0.8501081871345029,High
0.6893508771929825,High
0.452187134502924,Medium
0.43998538011695904,Medium
0.3115730994152047,Medium
0.40028947368421053,Medium
0.44707602339181285,Medium
0.6373479532163743,High
0.7743508771929826,High
0.4329298245614035,Medium
0.2576637426900585,Low
0.2586637426900585,Low
0.6758830409356725,High
0.6106578947368422,High
0.21997076023391812,Low
0.5515,Medium
0.3029152046783625,Medium
0.19009356725146198,Low
0.6402222222222222,High
0.30189181286549704,Medium
0.20963157894736845,Low
0.8714122807017544,High
0.26602923976608184,Low
0.2681608187134503,Low
0.15810233918128655,Low
0.6817836257309942,High
0.758985380116959,High
0.4426491228070175,Medium
0.11683625730994152,Low
0.4533274853801169,Medium
0.27639473684210525,Low
0.10357017543859648,Low
0.3490116959064327,Medium
0.5249619883040936,Medium
0.30713742690058476,Medium
0.49071345029239766,Medium
0.20184502923976608,Low
0.30411695906432745,Medium
0.357046783625731,Medium
0.40566374269005845,Medium
0.9612631578947368,High
0.6361198830409357,High
0.5007631578947369,Medium
0.5039473684210527,Medium
0.3639795321637427,Medium
0.5386959064327486,Medium
0.327546783625731,Medium
0.9650526315789474,High
0.6411812865497076,High
0.4165877192982456,Medium
0.34125146198830414,Medium
0.5964239766081871,Medium
0.41093274853801165,Medium
0.4297573099415205,Medium
0.7775175438596491,High
0.7895380116959064,High
0.1416608187134503,Low
0.41564912280701755,Medium
0.5690584795321637,Medium
0.30357602339181283,Medium
0.416187134502924,Medium
0.33178654970760235,Medium
0.1553654970760234,Low
0.5031929824561404,Medium
0.7526988304093567,High
0.23219883040935674,Low
0.28559941520467835,Low
0.571593567251462,Medium
0.7823713450292398,High
0.7638040935672514,High
0.12524561403508772,Low
0.7741783625730994,High
0.7870029239766082,High
0.8357982456140352,High
0.3831491228070175,Medium
0.2153567251461988,Low
0.7082573099415205,High
0.8048801169590643,High
0.5288742690058479,Medium
0.20336257309941522,Low
0.7434444444444444,High
0.16964912280701755,Low
0.4359590643274854,Medium
0.5752865497076024,Medium
0.42119298245614034,Medium
0.4479093567251462,Medium
0.8025380116959064,High
0.6942017543859649,High
0.3773508771929825,Medium
0.3195409356725146,Medium
0.4237719298245614,Medium
0.5603187134502924,Medium
0.34915204678362577,Medium
0.20942105263157895,Low
0.11030409356725146,Low
0.4140263157894737,Medium
0.5803011695906433,Medium
0.6651169590643276,High
0.5856842105263158,Medium
0.5957953216374269,Medium
0.39229239766081875,Medium
0.33262573099415205,Medium
0.32074269005847955,Medium
0.6023157894736842,High
0.5962134502923977,Medium
0.9097076023391812,High
0.6063157894736843,High
0.31957602339181285,Medium
0.5807573099415204,Medium
0.44919590643274854,Medium
0.441953216374269,Medium
0.5512953216374269,Medium
0.9290760233918128,High
0.5170058479532165,Medium
0.29957602339181283,Low
0.5862456140350877,Medium
0.39894152046783626,Medium
0.592953216374269,Medium
0.6089473684210527,High
0.6996345029239766,High
0.41165204678362577,Medium
0.5837894736842105,Medium
0.911578947368421,High
0.08862865497076024,Low
0.4132368421052631,Medium
0.3928187134502924,Medium
0.5765,Medium
0.4713479532163743,Medium
0.5960029239766083,Medium
0.710406432748538,High
0.679593567251462,High
0.9305350877192983,High
0.8743216374269006,High
0.2801374269005848,Low
0.9774736842105263,High
0.40684795321637424,Medium
0.5608625730994152,Medium
0.9574795321637427,High
0.7265263157894737,High
0.5466345029239765,Medium
0.5035409356725147,Medium
0.4153333333333333,Medium
0.7284502923976608,High
0.49424269005847954,Medium
0.5257426900584795,Medium
0.3500818713450292,Medium
0.09830994152046785,Low
0.47330994152046785,Medium
0.16522807017543858,Low
0.43965204678362574,Medium
0.09473099415204678,Low
0.3355263157894737,Medium
0.308187134502924,Medium
0.6685,High
0.21220175438596495,Low
0.34830994152046785,Medium
0.9865263157894737,High
0.713970760233918,High
0.9098976608187135,High
0.6711754385964912,High
0.6197163742690058,High
0.4702631578947368,Medium
0.19554093567251463,Low
0.8368625730994153,High
0.8198245614035088,High
0.185640350877193,Low
0.6046315789473684,High
0.6043333333333333,High
0.7144035087719298,High
0.5983187134502924,Medium
0.23747076023391814,Low
0.6735701754385965,High
0.3241081871345029,Medium
0.8238450292397661,High
0.4052602339181286,Medium
0.6316988304093567,High
0.4181754385964912,Medium
0.634859649122807,High
0.15365497076023393,Low
0.5267017543859649,Medium
0.689938596491228,High
0.677514619883041,High
0.340312865497076,Medium
0.38808187134502925,Medium
0.27192105263157895,Low
0.26355555555555554,Low
0.34104385964912276,Medium
0.5458216374269006,Medium
0.8194122807017543,High
0.16522807017543858,Low
0.516029239766082,Medium
0.9046520467836258,High
0.8317923976608188,High
0.3936228070175439,Medium
0.9545292397660818,High
0.3650321637426901,Medium
0.8073684210526315,High
0.3021023391812865,Medium
0.9153684210526316,High
0.9137076023391812,High
0.9837894736842105,High
0.6247573099415205,High
0.17617251461988304,Low
0.6546461988304093,High
0.3006286549707602,Medium
0.19387426900584795,Low
0.86803216374269,High
0.3975701754385965,Medium
0.36544444444444446,Medium
0.4359590643274854,Medium
0.34462865497076023,Medium
0.8625409356725147,High
0.8846315789473684,High
0.2294561403508772,Low
0.08947076023391813,Low
0.25740058479532163,Low
0.694219298245614,High
0.4127894736842105,Medium
0.8261081871345028,High
0.40918128654970765,Medium
0.353046783625731,Medium
0.3988976608187135,Medium
0.7526783625730995,High
0.6274035087719299,High
0.3373771929824561,Medium
0.35810233918128653,Medium
0.3115730994152047,Medium
0.793921052631579,High
0.46650584795321637,Medium
0.6545760233918129,High
0.8730730994152047,High
0.36399707602339176,Medium
0.5438157894736843,Medium
0.9619005847953217,High
0.42115789473684206,Medium
0.8032163742690058,High
0.3820409356725146,Medium
0.5525672514619884,Medium
0.28693274853801165,Low
0.685546783625731,High
0.5801140350877193,Medium
0.2660526315789474,Low
0.09031286549707603,Low
0.7333099415204678,High
0.09809941520467835,Low
0.49400292397660817,Medium
0.5497076023391813,Medium
0.45932456140350875,Medium
0.5470877192982456,Medium
0.2408391812865497,Low
0.8033742690058479,High
0.38904970760233915,Medium
0.4050409356725146,Medium
0.5205175438596491,Medium
0.4797046783625731,Medium
0.17638011695906433,Low
0.787611111111111,High
0.30964619883040934,Medium
0.6579122807017543,High
0.22125730994152049,Low
0.8693011695906433,High
0.830345029239766,High
0.6230614035087719,High
0.7930701754385965,High
0.9844210526315789,High
0.09010233918128656,Low
0.5325760233918129,Medium
0.7547982456140352,High
0.8812894736842105,High
0.27213157894736845,Low
0.579514619883041,Medium
0.11219883040935673,Low
0.3788245614035088,Medium
0.2870730994152047,Low
0.3227251461988304,Medium
0.291280701754386,Low
0.342093567251462,Medium
0.8528450292397661,High
0.4895497076023392,Medium
0.23998830409356725,Low
0.3839795321637427,Medium
0.9221140350877193,High
0.9237894736842105,High
0.46815497076023393,Medium
0.5776023391812866,Medium
0.36630116959064324,Medium
0.9915789473684211,High
0.3942923976608187,Medium
0.297453216374269,Low
0.3624619883040936,Medium
0.5812631578947368,Medium
0.1382923976608187,Low
0.7038479532163743,High
0.6360116959064327,High
0.8633713450292397,High
0.09746783625730995,Low
0.6417953216374268,High
0.34473976608187135,Medium
0.5040321637426901,Medium
0.1922076023391813,Low
0.21789181286549708,Low
0.6232134502923976,High
0.608,High
0.3355730994152047,Medium
0.43641228070175436,Medium
0.5146988304093567,Medium
0.5118801169590643,Medium
0.25256140350877193,Low
0.573812865497076,Medium
0.1791345029239766,Low
0.09304970760233919,Low
0.7754210526315789,High
0.3910380116959064,Medium
0.3209970760233918,Medium
0.8901052631578947,High
0.6145555555555556,High
0.6945730994152046,High
0.321219298245614,Medium
0.4031286549707602,Medium
0.30201169590643273,Medium
0.23214912280701755,Low
0.5145555555555555,Medium
0.11704678362573098,Low
0.27423684210526317,Low
0.43409064327485375,Medium
0.43066374269005847,Medium
0.3747309941520468,Medium
0.7893304093567252,High
0.8932894736842105,High
0.11367251461988304,Low
0.23978654970760233,Low
0.16165204678362574,Low
0.6682690058479532,High
0.7932982456140352,High
0.8850760233918129,High
0.6152426900584795,High
0.8495058479532164,High
0.19389181286549706,Low
0.4115643274853801,Medium
0.7478070175438596,High
0.9328567251461988,High
0.7085087719298246,High
0.3692602339181286,Medium
0.30369883040935675,Medium
0.1302953216374269,Low
0.2153567251461988,Low
0.5611637426900584,Medium
0.10272807017543858,Low
0.23657602339181288,Low
0.3643304093567251,Medium
0.4096812865497076,Medium
0.19493859649122808,Low
0.4019707602339181,Medium
0.09515497076023392,Low
0.8347456140350877,High
0.11998538011695907,Low
0.0896812865497076,Low
0.2675029239766082,Low
0.21554970760233919,Low
0.5917163742690058,Medium
0.7857076023391812,High
0.4929649122807017,Medium
0.3856461988304094,Medium
0.9286549707602338,High
0.6764970760233917,High
0.16628070175438597,Low
0.18732456140350878,Low
0.5077397660818713,Medium
0.35617251461988303,Medium
0.7768567251461989,High
0.28919298245614034,Low
0.2524035087719298,Low
0.6208976608187134,High
0.42395321637426897,Medium
0.15365497076023393,Low
0.404593567251462,Medium
0.42186842105263156,Medium
0.48645321637426897,Medium
0.23555847953216372,Low
0.62346783625731,High
0.6948216374269005,High
0.44083040935672513,Medium
0.6321374269005848,High
0.4241315789473684,Medium
0.6098947368421053,High
0.8528450292397661,High
0.5411929824561403,Medium
0.808906432748538,High
0.7088859649122807,High
0.3098508771929825,Medium
0.3650409356725146,Medium
0.4304444444444444,Medium
0.3763947368421052,Medium
0.7600497076023391,High
0.4458859649122807,Medium
0.46902339181286556,Medium
0.46236549707602337,Medium
0.2245730994152047,Low
0.8770818713450292,High
0.663906432748538,High
0.38134795321637427,Medium
0.16397368421052633,Low
0.6686666666666667,High
0.7653040935672515,High
0.13050584795321638,Low
0.4227309941520468,Medium
0.4112602339181286,Medium
0.8888625730994153,High
0.3539912280701754,Medium
0.896438596491228,High
0.5755906432748538,Medium
0.635608187134503,High
0.3928333333333333,Medium
0.9612631578947368,High
0.3716695906432748,Medium
0.5999152046783627,Medium
0.26019883040935676,Low
0.4693187134502924,Medium
0.3202076023391813,Medium
0.6211432748538012,High
0.35693859649122806,Medium
0.5185526315789474,Medium
0.2151140350877193,Low
0.2746988304093567,Low
0.21810233918128655,Low
0.09304970760233919,Low
0.3490292397660819,Medium
0.6751929824561403,High
0.49638596491228065,Medium
0.5756725146198831,Medium
0.7158070175438596,High
0.37692982456140356,Medium
0.7271754385964913,High
0.7558567251461988,High
0.09326023391812865,Low
0.36893274853801167,Medium
0.365985380116959,Medium
0.5150906432748539,Medium
0.12651754385964914,Low
0.23093567251461988,Low
0.44469005847953214,Medium
0.44714619883040935,Medium
0.47302046783625734,Medium
0.2755730994152047,Low
0.5144502923976608,Medium
0.40350877192982454,Medium
0.16880701754385963,Low
0.8335087719298246,High
0.8259181286549707,High
0.8200175438596491,High
0.750140350877193,High
0.41426608187134495,Medium
0.373140350877193,Medium
0.21810233918128655,Low
0.5950204678362573,Medium
0.15597076023391815,Low
0.858953216374269,High
0.8922251461988304,High
0.3519970760233918,Medium
0.3406111111111111,Medium
0.19473391812865498,Low
0.29619883040935674,Low
0.9183333333333333,High
0.4395438596491228,Medium
0.2527719298245614,Low
0.5416081871345029,Medium
0.4252456140350877,Medium
0.850359649122807,High
0.45974853801169585,Medium
0.3882982456140351,Medium
0.5723479532163742,Medium
0.5263391812865497,Medium
0.511093567251462,Medium
0.21489181286549708,Low
0.8410847953216374,High
0.519093567251462,Medium
0.9195847953216374,High
0.41996491228070176,Medium
0.4847514619883041,Medium
0.34965204678362577,Medium
0.5806432748538012,Medium
0.879578947368421,High
0.9541198830409356,High
0.858561403508772,High
0.19662865497076024,Low
0.30589181286549705,Medium
0.6133040935672515,High
0.6234415204678363,High
0.3425233918128655,Medium
0.09304970760233919,Low
0.4011988304093568,Medium
0.5874385964912281,Medium
0.3405233918128655,Medium
0.17427777777777775,Low
0.40997953216374267,Medium
0.3086140350877193,Medium
0.7202134502923977,High
0.29852339181286547,Low
0.9004210526315789,High
0.3536666666666667,Medium
0.23280701754385963,Low
0.4723479532163743,Medium
0.4793070175438596,Medium
0.24714035087719297,Low
0.5136257309941521,Medium
0.5435263157894736,Medium
0.5320847953216374,Medium
0.35000292397660815,Medium
0.3164181286549707,Medium
0.615906432748538,High
0.6301637426900585,High
0.49527485380116953,Medium
0.7686315789473683,High
0.5413245614035088,Medium
0.5562222222222222,Medium
0.23808187134502926,Low
